SHOOTING HOMICIDE INCIDENT ID,DATE,MONTH,PRECINCT,PATROL BOROUGH,BOROUGH,VICTIM AGE,VICTIM<1,VICTIM SEX,VICTIM RACE,VICTIM ETHNIC,PER STATUS DESCRIPTION,PERP AGE,PERP SEX,PERP RACE,PERP ETHNIC,VICTIM PERP RELATIONSHIP,WEAPON USE,CIRCUMSTANCE,OTHER CIRCUMSTANCE,IN/OUT,CASE NUMBER,RECORD NUMBER,VICTIM NUMBER,DOMESTIC INCIDENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29923             ,"Sep 30, 2017",9,073,PBBN,BROOKLYN,61,,M,BLACK,,,,,,,UNKNOWN,STRANGULATION,UNKNOWN,UNKNOWN,I  ,215,1,215,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29810             ,"Oct 1, 2017",10,049,PBBX,BRONX,41,,M,BLACK,,WANTED,25,M,BLACK,,OTHER-KNOWN TO VICTIM,HANDGUN,DRUG RELATED TRANSACTION,DRUG TERRITORY (DISP),O  ,216,1,216,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29822             ,"Oct 5, 2017",10,020,PBMN,MANHATTAN,37,,M,WHITE,,SUICIDE,40,M,BLACK,,EMPLOYER,HANDGUN,MURDER-SUICIDE,PREVIOUS HISTORY (DISP),I  ,217,1,217,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29953             ,"Oct 6, 2017",10,083,PBBN,BROOKLYN,41,,M,WHITE HISPANIC,HISPANIC,,,,,,UNKNOWN,ASPHYXIATION,OTHER ARGUMENT,PREVIOUS HISTORY (DISP),O  ,218,1,218,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29831             ,"Oct 7, 2017",10,079,PBBN,BROOKLYN,34,,M,BLACK,,,,,,,OTHER-KNOWN TO VICTIM,HANDGUN,OTHER ARGUMENT,OVR GIRL/BOY(DISP),O  ,219,1,219,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29848             ,"Oct 11, 2017",10,060,PBBS,BROOKLYN,31,,F,BLACK,,ARRESTED,40,F,BLACK,,OTHER-KNOWN TO VICTIM,CUTTING/STABBING,OTHER ARGUMENT,OTHER(DISP),I  ,220,1,220,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29849             ,"Oct 12, 2017",10,076,PBBS,BROOKLYN,19,,M,BLACK HISPANIC,HISPANIC,ARRESTED,17,M,WHITE HISPANIC,HISPANIC,FRIEND,HANDGUN,UNKNOWN,UNKNOWN,O  ,221,1,221,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29852             ,"Oct 12, 2017",10,115,PBQN,QUEENS,24,,M,BLACK,,,,,,,UNKNOWN RELATIONSHIP,HANDGUN,GANG/ORGANIZED CRIME RELATED,GANG,O  ,222,1,222,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29860             ,"Oct 13, 2017",10,046,PBBX,BRONX,20,,M,WHITE HISPANIC,HISPANIC,ARRESTED,21,M,WHITE HISPANIC,HISPANIC,FRIEND,CUTTING/STABBING,UNKNOWN,DISPUTE,I  ,223,1,223,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29866             ,"Oct 13, 2017",10,042,PBBX,BRONX,24,,M,BLACK,,ARRESTED,28,M,BLACK,,OTHER-KNOWN TO VICTIM,HANDGUN,OTHER,OTHER(DISP),O  ,224,1,224,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29879             ,"Oct 18, 2017",10,081,PBBN,BROOKLYN,23,,M,BLACK,,WANTED,21,M,BLACK,,UNKNOWN RELATIONSHIP,HANDGUN,GANG/ORGANIZED CRIME RELATED,UNKNOWN,O  ,225,1,225,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29885             ,"Oct 20, 2017",10,067,PBBS,BROOKLYN,44,,M,BLACK,,ARRESTED,71,M,BLACK,,FRIEND,HANDGUN,OTHER ARGUMENT,DRUG RELATED TRANSACTION,O  ,226,1,226,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29886             ,"Oct 21, 2017",10,060,PBBS,BROOKLYN,17,,M,WHITE HISPANIC,HISPANIC,ARRESTED,20,M,WHITE HISPANIC,HISPANIC,UNKNOWN RELATIONSHIP,CUTTING/STABBING,OTHER ARGUMENT,UNKNOWN,O  ,227,1,227,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29889             ,"Oct 21, 2017",10,046,PBBX,BRONX,36,,M,BLACK,,,,,,,UNKNOWN,HANDGUN,UNKNOWN,UNKNOWN,O  ,228,1,228,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29896             ,"Oct 23, 2017",10,102,PBQS,QUEENS,64,,M,ASIAN/PAC.ISL,,ARRESTED,55,M,BLACK,,UNKNOWN RELATIONSHIP,HANDGUN,OTHER ARGUMENT,MONEY(DISP),I  ,229,1,229,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29900             ,"Oct 24, 2017",10,034,PBMN,MANHATTAN,63,,F,BLACK HISPANIC,HISPANIC,ARRESTED,60,M,BLACK HISPANIC,HISPANIC,INTIMATE PARTNER,CUTTING/STABBING,OTHER,DOMESTIC,I  ,230,1,230,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29905             ,"Oct 25, 2017",10,084,PBBN,BROOKLYN,26,,M,BLACK,,ARRESTED,22,M,BLACK,,OTHER-KNOWN TO VICTIM,HANDGUN,DRUG RELATED TRANSACTION,UNKNOWN,O  ,231,1,231,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29907             ,"Oct 28, 2017",10,121,PBSI,STATEN ISLAND,28,,M,BLACK,,WANTED,39,M,BLACK,,OTHER-KNOWN TO VICTIM,HANDGUN,OTHER ARGUMENT,GANG,O  ,232,1,232,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29909             ,"Oct 29, 2017",10,013,PBMS,MANHATTAN,38,,F,BLACK,,ARRESTED,33,M,BLACK,,INTIMATE PARTNER,ASPHYXIATION,OTHER ARGUMENT,DOMESTIC,I  ,233,1,233,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29915             ,"Oct 29, 2017",10,033,PBMN,MANHATTAN,43,,M,WHITE HISPANIC,HISPANIC,ARRESTED,39,M,BLACK HISPANIC,HISPANIC,UNKNOWN RELATIONSHIP,HANDGUN,DRUG RELATED TRANSACTION,UNKNOWN,O  ,234,1,234,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29940             ,"Oct 29, 2017",10,060,PBBS,BROOKLYN,42,,F,WHITE,,ARRESTED,40,M,WHITE,,FRIEND,CUTTING/STABBING,OTHER ARGUMENT,UNKNOWN,I  ,235,1,235,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29918             ,"Oct 31, 2017",10,043,PBBX,BRONX,16,,M,WHITE HISPANIC,HISPANIC,,,,,,,HANDGUN,GANG/ORGANIZED CRIME RELATED,UNKNOWN,O  ,236,1,236,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29919             ,"Oct 31, 2017",10,001,PBMS,MANHATTAN,23,,M,WHITE,,ARRESTED,29,M,UNKNOWN,,STRANGER,MOTOR VEHICLE,OTHER FELONY-NOT SPECIFIED,VEHICLE ATTACK,O  ,237,1,237,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29919             ,"Oct 31, 2017",10,001,PBMS,MANHATTAN,47,,M,WHITE HISPANIC,HISPANIC,ARRESTED,29,M,UNKNOWN,,STRANGER,MOTOR VEHICLE,OTHER FELONY-NOT SPECIFIED,VEHICLE ATTACK,O  ,238,2,238,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29919             ,"Oct 31, 2017",10,001,PBMS,MANHATTAN,47,,M,WHITE HISPANIC,HISPANIC,ARRESTED,29,M,UNKNOWN,,STRANGER,MOTOR VEHICLE,OTHER FELONY-NOT SPECIFIED,VEHICLE ATTACK,O  ,239,3,239,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29919             ,"Oct 31, 2017",10,001,PBMS,MANHATTAN,47,,M,WHITE HISPANIC,HISPANIC,ARRESTED,29,M,UNKNOWN,,STRANGER,MOTOR VEHICLE,OTHER FELONY-NOT SPECIFIED,VEHICLE ATTACK,O  ,240,4,240,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29919             ,"Oct 31, 2017",10,001,PBMS,MANHATTAN,48,,M,WHITE HISPANIC,HISPANIC,ARRESTED,29,M,UNKNOWN,,STRANGER,MOTOR VEHICLE,OTHER FELONY-NOT SPECIFIED,VEHICLE ATTACK,O  ,241,5,241,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29919             ,"Oct 31, 2017",10,001,PBMS,MANHATTAN,32,,M,WHITE,,ARRESTED,29,M,UNKNOWN,,STRANGER,MOTOR VEHICLE,OTHER FELONY-NOT SPECIFIED,VEHICLE ATTACK,O  ,242,6,242,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29919             ,"Oct 31, 2017",10,001,PBMS,MANHATTAN,31,,F,WHITE,,ARRESTED,29,M,UNKNOWN,,STRANGER,MOTOR VEHICLE,OTHER FELONY-NOT SPECIFIED,VEHICLE ATTACK,O  ,243,7,243,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29919             ,"Oct 31, 2017",10,001,PBMS,MANHATTAN,48,,M,WHITE HISPANIC,HISPANIC,ARRESTED,29,M,UNKNOWN,,STRANGER,MOTOR VEHICLE,OTHER FELONY-NOT SPECIFIED,VEHICLE ATTACK,O  ,244,8,244,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29920             ,"Nov 1, 2017",11,043,PBBX,BRONX,22,,F,BLACK HISPANIC,HISPANIC,ARRESTED,22,M,BLACK,,INTIMATE PARTNER,CUTTING/STABBING,OTHER,DOMESTIC,I  ,245,1,245,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29921             ,"Nov 1, 2017",11,009,PBMS,MANHATTAN,56,,F,WHITE,,ARRESTED,62,M,WHITE,,INTIMATE PARTNER,HANDGUN,OTHER ARGUMENT,DOMESTIC,O  ,246,1,246,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29922             ,"Nov 1, 2017",11,075,PBBN,BROOKLYN,25,,M,BLACK,,,,,,,UNKNOWN RELATIONSHIP,HANDGUN,GANG/ORGANIZED CRIME RELATED,UNKNOWN,I  ,247,1,247,NO,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29924             ,"Nov 3, 2017",11,047,PBBX,BRONX,22,,M,BLACK HISPANIC,HISPANIC,ARRESTED,18,M,BLACK,,STRANGER,HANDGUN,ROBBERY,UNKNOWN,O  ,248,1,248,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29927             ,"Nov 3, 2017",11,113,PBQS,QUEENS,23,,M,BLACK,,,,,,,UNKNOWN RELATIONSHIP,HANDGUN,GANG/ORGANIZED CRIME RELATED,UNKNOWN,O  ,249,1,249,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29930             ,"Nov 3, 2017",11,009,PBMS,MANHATTAN,23,,M,BLACK,,ARRESTED,18,M,BLACK,,UNKNOWN RELATIONSHIP,HANDGUN,UNKNOWN,UNKNOWN,O  ,250,1,250,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29933             ,"Nov 4, 2017",11,075,PBBN,BROOKLYN,16,,M,BLACK,,,,,,,UNKNOWN RELATIONSHIP,HANDGUN,GANG/ORGANIZED CRIME RELATED,PREVIOUS HISTORY (DISP),O  ,251,1,251,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29935             ,"Nov 4, 2017",11,105,PBQS,QUEENS,38,,M,BLACK,,,,,,,UNKNOWN RELATIONSHIP,HANDGUN,DRUG RELATED TRANSACTION,UNKNOWN,O  ,252,1,252,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29937             ,"Nov 7, 2017",11,060,PBBS,BROOKLYN,17,,F,WHITE HISPANIC,HISPANIC,ARRESTED,25,M,WHITE HISPANIC,HISPANIC,FRIEND,HANDGUN,OTHER ARGUMENT,WORDS EXCHANGED (DISP),I  ,253,1,253,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29948             ,"Nov 9, 2017",11,068,PBBS,BROOKLYN,58,,M,ASIAN/PAC.ISL,,ARRESTED,22,F,ASIAN/PAC.ISL,,STRANGER,FIRE,OTHER,UNKNOWN,I  ,254,1,254,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29948             ,"Nov 9, 2017",11,068,PBBS,BROOKLYN,56,,F,ASIAN/PAC.ISL,,ARRESTED,22,F,ASIAN/PAC.ISL,,STRANGER,FIRE,OTHER,UNKNOWN,I  ,255,2,255,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29955             ,"Nov 9, 2017",11,072,PBBS,BROOKLYN,65,,M,WHITE,,ARRESTED,55,M,WHITE HISPANIC,HISPANIC,STRANGER,MOTOR VEHICLE,OTHER ARGUMENT,ROAD RAGE (DISP),O  ,256,1,256,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29941             ,"Nov 11, 2017",11,048,PBBX,BRONX,27,,M,WHITE HISPANIC,HISPANIC,,,,,,STRANGER,HANDGUN,UNKNOWN,UNKNOWN,O  ,257,1,257,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29949             ,"Nov 13, 2017",11,113,PBQS,QUEENS,39,,M,BLACK,,ARRESTED,43,M,BLACK,,OTHER-KNOWN TO VICTIM,CUTTING/STABBING,OTHER ARGUMENT,UNKNOWN,I  ,258,1,258,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29957             ,"Nov 18, 2017",11,110,PBQN,QUEENS,22,,M,WHITE HISPANIC,HISPANIC,,,,,,UNKNOWN RELATIONSHIP,HANDGUN,GANG/ORGANIZED CRIME RELATED,UNKNOWN,O  ,259,1,259,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29964             ,"Nov 20, 2017",11,040,PBBX,BRONX,33,,M,BLACK,,ARRESTED,28,M,BLACK,,FRIEND,HANDGUN,ROBBERY,UNKNOWN,I  ,260,1,260,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29969             ,"Nov 21, 2017",11,075,PBBN,BROOKLYN,38,,M,BLACK,,ARRESTED,20,M,BLACK,,FRIEND,HANDGUN,OTHER ARGUMENT,MONEY(DISP),I  ,261,1,261,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29974             ,"Nov 24, 2017",11,083,PBBN,BROOKLYN,20,,M,BLACK,,ARRESTED,20,M,WHITE HISPANIC,HISPANIC,FRIEND,HANDGUN,GANG/ORGANIZED CRIME RELATED,PREVIOUS HISTORY (DISP),I  ,262,1,262,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29980             ,"Nov 27, 2017",11,120,PBSI,STATEN ISLAND,63,,F,ASIAN/PAC.ISL,,ARRESTED,27,M,BLACK,,STRANGER,CUTTING/STABBING,OTHER,UNKNOWN,O  ,263,1,263,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29985             ,"Nov 30, 2017",11,044,PBBX,BRONX,45,,F,BLACK HISPANIC,HISPANIC,ARRESTED,48,M,BLACK HISPANIC,HISPANIC,INTIMATE PARTNER,CUTTING/STABBING,OTHER,DOMESTIC,I  ,264,1,264,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29990             ,"Dec 2, 2017",12,067,PBBS,BROOKLYN,30,,M,BLACK,,WANTED,39,M,BLACK,,OTHER-KNOWN TO VICTIM,HANDGUN,OTHER ARGUMENT,GAMBLING(DISP),I  ,265,1,265,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29992             ,"Dec 2, 2017",12,114,PBQN,QUEENS,20,,M,BLACK,,ARRESTED,19,M,BLACK,,OTHER-KNOWN TO VICTIM,HANDGUN,OTHER ARGUMENT,PREVIOUS HISTORY (DISP),O  ,266,1,266,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29993             ,"Dec 2, 2017",12,121,PBSI,STATEN ISLAND,40,,M,WHITE HISPANIC,HISPANIC,ARRESTED,22,M,BLACK,,OTHER-KNOWN TO VICTIM,HANDGUN,OTHER ARGUMENT,PREVIOUS HISTORY (DISP),O  ,267,1,267,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29994             ,"Dec 3, 2017",12,033,PBMN,MANHATTAN,27,,M,WHITE HISPANIC,HISPANIC,WANTED,31,M,UNKNOWN,,OTHER-KNOWN TO VICTIM,HANDGUN,OTHER ARGUMENT,OVR GIRL/BOY(DISP),O  ,268,1,268,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30003             ,"Dec 3, 2017",12,106,PBQS,QUEENS,23,,M,ASIAN/PAC.ISL,,ARRESTED,22,M,BLACK,,STRANGER,MOTOR VEHICLE,OTHER ARGUMENT,OTHER(DISP),O  ,269,1,269,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30004             ,"Dec 7, 2017",12,073,PBBN,BROOKLYN,17,,M,WHITE HISPANIC,HISPANIC,,,,,,UNKNOWN,HANDGUN,UNKNOWN,UNKNOWN,O  ,270,1,270,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30011             ,"Dec 10, 2017",12,067,PBBS,BROOKLYN,37,,M,BLACK,,ARRESTED,29,M,BLACK,,OTHER-KNOWN TO VICTIM,HANDGUN,OTHER ARGUMENT,SEX,O  ,271,1,271,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30014             ,"Dec 10, 2017",12,113,PBQS,QUEENS,29,,M,BLACK,,ARRESTED,21,M,BLACK,,SIBLING,CUTTING/STABBING,OTHER,DOMESTIC,O  ,272,1,272,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30016             ,"Dec 11, 2017",12,046,PBBX,BRONX,61,,M,BLACK HISPANIC,HISPANIC,ARRESTED,34,F,BLACK,,OTHER-KNOWN TO VICTIM,CUTTING/STABBING,OTHER ARGUMENT,UNKNOWN,I  ,273,1,273,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30017             ,"Dec 12, 2017",12,110,PBQN,QUEENS,25,,M,WHITE HISPANIC,HISPANIC,WANTED,28,M,WHITE HISPANIC,HISPANIC,OTHER-KNOWN TO VICTIM,CUTTING/STABBING,OTHER ARGUMENT,UNKNOWN,I  ,274,1,274,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30019             ,"Dec 12, 2017",12,075,PBBN,BROOKLYN,80,,M,ASIAN/PAC.ISL,,ARRESTED,41,M,BLACK,,STRANGER,HANDGUN,ROBBERY,ROBBERY/BURGLARY,I  ,275,1,275,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30024             ,"Dec 14, 2017",12,025,PBMN,MANHATTAN,49,,M,BLACK,,ARRESTED,45,M,BLACK,,UNKNOWN RELATIONSHIP,HANDGUN,UNKNOWN,UNKNOWN,I  ,276,1,276,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30027             ,"Dec 16, 2017",12,024,PBMN,MANHATTAN,48,,M,WHITE HISPANIC,HISPANIC,,,,,,UNKNOWN RELATIONSHIP,HANDGUN,UNKNOWN,UNKNOWN,O  ,277,1,277,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30028             ,"Dec 16, 2017",12,043,PBBX,BRONX,28,,M,BLACK HISPANIC,HISPANIC,,,,,,UNKNOWN RELATIONSHIP,CUTTING/STABBING,UNKNOWN,UNKNOWN,O  ,278,1,278,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30029             ,"Dec 16, 2017",12,105,PBQS,QUEENS,39,,M,BLACK,,WANTED,32,M,BLACK,,UNKNOWN RELATIONSHIP,HANDGUN,UNKNOWN,UNKNOWN,O  ,279,1,279,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30030             ,"Dec 16, 2017",12,077,PBBN,BROOKLYN,32,,M,BLACK,,,,,,,UNKNOWN RELATIONSHIP,HANDGUN,UNKNOWN,UNKNOWN,O  ,280,1,280,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30031             ,"Dec 16, 2017",12,081,PBBN,BROOKLYN,24,,M,BLACK,,,,,,,OTHER-KNOWN TO VICTIM,HANDGUN,GANG/ORGANIZED CRIME RELATED,UNKNOWN,O  ,281,1,281,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30040             ,"Dec 19, 2017",12,018,PBMS,MANHATTAN,27,,M,WHITE HISPANIC,HISPANIC,ARRESTED,30,M,BLACK,,STRANGER,HANDGUN,OTHER ARGUMENT,UNKNOWN,O  ,282,1,282,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30042             ,"Dec 19, 2017",12,102,PBQS,QUEENS,20,,M,BLACK,,ARRESTED,41,M,BLACK,,UNKNOWN,HANDGUN,UNKNOWN,UNKNOWN,O  ,283,1,283,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30046             ,"Dec 20, 2017",12,090,PBBN,BROOKLYN,19,,M,WHITE HISPANIC,HISPANIC,,,,,,OTHER-KNOWN TO VICTIM,HANDGUN,GANG/ORGANIZED CRIME RELATED,UNKNOWN,O  ,284,1,284,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
